Clapeyron Database File,,,,,,,
UNIFAC Unlike Parameters,,,,,,,
species1,SMILES1,species2,SMILES2,A,B,C,source
OH (P)~|~OH (S)~|~OH (T),,SO4~|~HSO4,,225.0235,-4.3271,0.0030855,
OH (P)~|~OH (S)~|~OH (T),,PF6,,-352.184,-1.58363,0.0090199,
CH3OH,,H2O,,-328.5,1.0823,-0.0022,
CH3OH,,ACOH,,-867,-1.258,0.02998,
CH3OH,,CH3CO~|~CH2CO,,86.439,-0.46505,0,
CH3OH,,CHO,,-392.5,2.256,0,
CH3OH,,CH3COO~|~CH2COO,,299.23,-1.2702,0,
CH3OH,,HCOO,,220.7,-0.6402,0,
CH3OH,,CH3O~|~CH2O~|~CHO,,-87.48,-0.5522,0,
CH3OH,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,-495.25,1.0807,0,
CH3OH,,CH3NH~|~CH2NH~|~CHNH,,-1508.5,4.4917,0,
CH3OH,,CH3N~|~CH2N,,-1039,5.603,-0.006551,
CH3OH,,ACNH2,,-2012,13.46,-0.02004,
CH3OH,,AC2H2N~|~AC2HN~|~AC2N,,-341.34,-5.8042,0.0141,
CH3OH,,CH3CN~|~CH2CN,,97.97301,-0.28666,0,
CH3OH,,COOH,,-733.07,2.3351,0,
CH3OH,,CH2CL~|~CHCL~|~CCL,,-16.521,-0.28137,0,
CH3OH,,CH2CL2~|~CHCL2~|~CCL2,,-85.926,-0.26371,0,
CH3OH,,CCL3,,-139.58,0,0,
CH3OH,,CCL4,,-40.13,-0.06709,0,
CH3OH,,ACCL,,3000,-11.81,0,
CH3OH,,CH3NO2~|~CH2NO2~|~CHNO2,,374.2,-2.212,0.002688,
CH3OH,,CS2,,-332.4,4.419,-0.007797,
CH3OH,,CH3SH~|~CH2SH,,75.71,-0.3753,0,
CH3OH,,FURFURAL,,-369.8,2.203,0,
CH3OH,,DOH,,33.19,-0.2074,0,
CH3OH,,I,,180.5,0.3161,0,
CH3OH,,BR,,28.95,-0.3303,0,
CH3OH,,DMSO,,-185.9,0.03906,0,
CH3OH,,ACRY,,164,0,0,
CH3OH,,CL-(C=C),,-43.88,0,0,
CH3OH,,ACF,,-99.57999,0,0,
CH3OH,,DMF~|~HCON(..,,101.2,-1.078,0,
CH3OH,,COO,,308.7,-1.175,0,
CH3OH,,CY-CH2~|~CY-CH~|~CY-C,,68.972,-0.41997,0,
CH3OH,,THF~|~CY-CH2O~|~TRIOXAN,,-308.7,1.7454,-0.00335,
CH3OH,,CHCL3,,-242.6,0.29562,-9.01E-05,
CH3OH,,CONH2~|~CONHCH3~|~CONHCH2,,-119.08,0.9938,0,
CH3OH,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,210.91,-2.4953,0.0048,
CH3OH,,HCONHCH3~|~HCONHCH2,,197.395,-0.985958,0,
CH3OH,,AC2H2S~|~AC2HS~|~AC2S,,673.72,-2.3567,0,
CH3OH,,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,137.95,-1.4112,0.00172,
CH3OH,,(CH2)2SU~|~CH2SUCH,,166.42,0.994,-0.003346,
CH3OH,,CH3S~|~CH2S~|~CHS,,34.7884,0,0,
CH3OH,,C3H2N2+~|~C3H3N2+,,-704.2285,-1.26236,0.0149627,
CH3OH,,BTI-,,-348.9494,1.41462,0,
CH3OH,,C4H8N+,,-1230.497,3.91001,0,
CH3OH,,BF4-,,-671.2604,1.58636,-0.0048637,
CH3OH,,C5H5N+~|~C5H4N+,,53.7776,-0.9791,0,
CH3OH,,OTF-,,1741.061,-4.73718,0,
CH3OH,,-S-S-,,1216.71,-5.44835,0,
CH3OH,,SO4~|~HSO4,,1037.56,-5.46099,0,
H2O,,ACOH,,-2686,19.44,-0.02702,
H2O,,CH3CO~|~CH2CO,,190.5,-3.669,0.008838,
H2O,,CHO,,-1545,6.512,0,
H2O,,CH3COO~|~CH2COO,,-433.288,3.0862,-0.002012,
H2O,,HCOO,,140.71,0,0,
H2O,,CH3O~|~CH2O~|~CHO,,177.665,-3.72906,0.010763,
H2O,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,798.5,-5.869,0.01032,
H2O,,CH3NH~|~CH2NH~|~CHNH,,1524,-2.531,0,
H2O,,CH3N~|~CH2N,,274.5,-0.5905,0.002205,
H2O,,ACNH2,,158.4,0.5246,0,
H2O,,AC2H2N~|~AC2HN~|~AC2N,,-3178.5,9.8213,-0.0034,
H2O,,CH3CN~|~CH2CN,,-634.1,3.59,0,
H2O,,COOH,,-1795.2,12.708,-0.015455,
H2O,,CH2CL~|~CHCL~|~CCL,,86.68999,1.592,0,
H2O,,CH2CL2~|~CHCL2~|~CCL2,,134.1,0.9495,0,
H2O,,CCL4,,1008,-1.795,0,
H2O,,ACCL,,-1895,9.303,0,
H2O,,CH3NO2~|~CH2NO2~|~CHNO2,,-595.7,2.634,0,
H2O,,FURFURAL,,-123.8,3.847,0,
H2O,,DOH,,372.5,-0.9091,0,
H2O,,BR,,822.2,0,0,
H2O,,DMSO,,117,-0.611,0,
H2O,,ACRY,,419.8,2.436,0,
H2O,,DMF~|~HCON(..,,-494.2,2.826,0,
H2O,,COO,,676,-0.9909,0,
H2O,,CY-CH2~|~CY-CH~|~CY-C,,274.37,-0.5861,-0.00030011,
H2O,,THF~|~CY-CH2O~|~TRIOXAN,,-75.7467,-0.98514,0.0033318,
H2O,,HCOOH,,-804.28,2.828,0,
H2O,,CHCL3,,509.3,-0.29,0,
H2O,,NMP~|~NEP~|~NIPP~|~NTBP,,659.22,-1.8841,0,
H2O,,CONH2~|~CONHCH3~|~CONHCH2,,934.67,-4.4232,0.006054,
H2O,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,64.43999,-0.0094,0,
H2O,,HCONHCH3~|~HCONHCH2,,-1119.8,7.95909,-0.008555,
H2O,,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,499.44,-6.6553,0.01656,
H2O,,(CH2)2SU~|~CH2SUCH,,-302.93,0.5975,0,
H2O,,CH3S~|~CH2S~|~CHS,,1038.3,0,0,
H2O,,C3H2N2+~|~C3H3N2+,,659.2109,-0.59252,0.0451602,
H2O,,BTI-,,2770.851,-2.00944,0,
H2O,,BF4-,,2707.161,-2.51124,-0.0022558,
H2O,,C5H5N+~|~C5H4N+,,-1616.174,5.32305,0,
H2O,,OTF-,,318.2128,-1.42376,0,
H2O,,-S-S-,,4878.28,-6.38758,0,
H2O,,SO4~|~HSO4,,206.2641,-2.57259,0.0032526,
ACOH,,CH3CO~|~CH2CO,,-145.2,-0.738,0,
ACOH,,CHO,,5.604,0,0,
ACOH,,CH3COO~|~CH2COO,,-212.9,0,0,
ACOH,,CH3O~|~CH2O~|~CHO,,-329.3,0,0,
ACOH,,ACNH2,,542,-6.792,0.01655,
ACOH,,AC2H2N~|~AC2HN~|~AC2N,,-4080.9,12.859,-0.0101,
ACOH,,COOH,,401.88,0,0,
ACOH,,CCL4,,2356,-3.347,0,
ACOH,,ACCL,,555.5,0,0,
ACOH,,DOH,,-309,0,0,
ACOH,,CY-CH2~|~CY-CH~|~CY-C,,391.2,-0.8799,0,
ACOH,,AC2H2S~|~AC2HS~|~AC2S,,4911.4,9.8501,0,
CH3CO~|~CH2CO,,CHO,,197.6,0,0,
CH3CO~|~CH2CO,,CH3COO~|~CH2COO,,-16.486,-0.27924,0,
CH3CO~|~CH2CO,,HCOO,,-83.57,0,0,
CH3CO~|~CH2CO,,CH3O~|~CH2O~|~CHO,,3645,-26.91,0.04757,
CH3CO~|~CH2CO,,CH3NH~|~CH2NH~|~CHNH,,-47.97,0,0,
CH3CO~|~CH2CO,,CH3N~|~CH2N,,-389.6,0.1944,0.001863,
CH3CO~|~CH2CO,,ACNH2,,1732,-9.896001,0.0141,
CH3CO~|~CH2CO,,AC2H2N~|~AC2HN~|~AC2N,,-1908.7,4.1057,0,
CH3CO~|~CH2CO,,CH3CN~|~CH2CN,,-191,0.6835,0,
CH3CO~|~CH2CO,,COOH,,-109.51,0.96888,0,
CH3CO~|~CH2CO,,CH2CL~|~CHCL~|~CCL,,-99.97601,0,0,
CH3CO~|~CH2CO,,CH2CL2~|~CHCL2~|~CCL2,,-18.695,-0.52606,0,
CH3CO~|~CH2CO,,CCL3,,810.17,-3.2209,0.0021443,
CH3CO~|~CH2CO,,CCL4,,-208.71,0.8293,-0.0014,
CH3CO~|~CH2CO,,ACCL,,1297,-1.365,-0.02253,
CH3CO~|~CH2CO,,CH3NO2~|~CH2NO2~|~CHNO2,,-35.89,-0.1009,0,
CH3CO~|~CH2CO,,ACNO2,,-169.6,2.986,0,
CH3CO~|~CH2CO,,CS2,,419.9,0.09772,0,
CH3CO~|~CH2CO,,CH3SH~|~CH2SH,,2.714,0,0,
CH3CO~|~CH2CO,,FURFURAL,,-986,3.847,0,
CH3CO~|~CH2CO,,DOH,,478.5,-1.148,0,
CH3CO~|~CH2CO,,I,,346.6,-0.7017,0,
CH3CO~|~CH2CO,,BR,,-717.76,2.9431,0,
CH3CO~|~CH2CO,,CH=-C~|~C=-C,,-62.43,-0.8977,0,
CH3CO~|~CH2CO,,DMSO,,-76.87,0.5372,0,
CH3CO~|~CH2CO,,CL-(C=C),,64.01,-1.077,0,
CH3CO~|~CH2CO,,DMF~|~HCON(..,,80.79201,-3.702,0.011586,
CH3CO~|~CH2CO,,COO,,64.21,0,0,
CH3CO~|~CH2CO,,CY-CH2~|~CY-CH~|~CY-C,,437.739,-2.7983,0.00364,
CH3CO~|~CH2CO,,THF~|~CY-CH2O~|~TRIOXAN,,-62.857,0.2898,0,
CH3CO~|~CH2CO,,CHCL3,,-497.98,0.79715,0.00029817,
CH3CO~|~CH2CO,,CONH2~|~CONHCH3~|~CONHCH2,,502.1,0.3401,0,
CH3CO~|~CH2CO,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,37.37,0,0,
CH3CO~|~CH2CO,,HCONHCH3~|~HCONHCH2,,410.655,-1.1056,0,
CH3CO~|~CH2CO,,AC2H2S~|~AC2HS~|~AC2S,,-153.7,0.242,0,
CH3CO~|~CH2CO,,C3H2N2+~|~C3H3N2+,,173.4451,-5.52695,0.0160979,
CH3CO~|~CH2CO,,BTI-,,824.1235,-2.88368,0.0041569,
CH3CO~|~CH2CO,,C4H8N+,,99.5504,0.45575,0,
CH3CO~|~CH2CO,,BF4-,,147.2528,-2.74448,0,
CH3CO~|~CH2CO,,C5H5N+~|~C5H4N+,,331.1518,-1.11421,0,
CH3CO~|~CH2CO,,OTF-,,571.6566,-4.43975,0,
CH3CO~|~CH2CO,,SO4~|~HSO4,,519.4855,-5.4673,0.0068391,
CHO,,CH3COO~|~CH2COO,,-208.4,0,0,
CHO,,HCOO,,-160.7,0,0,
CHO,,CH3O~|~CH2O~|~CHO,,209,-0.6241,0,
CHO,,COOH,,435.64,0,0,
CHO,,CH2CL~|~CHCL~|~CCL,,985.7,-2.986,0,
CHO,,CH2CL2~|~CHCL2~|~CCL2,,-41.537,0,0,
CHO,,CH3SH~|~CH2SH,,-373.7,0,0,
CHO,,FURFURAL,,-742.7,0,0,
CHO,,I,,114.3,0,0,
CHO,,CH=-C~|~C=-C,,236.6,0,0,
CHO,,CL-(C=C),,-43.56,0,0,
CHO,,DMF~|~HCON(..,,2371,0,0,
CHO,,CY-CH2~|~CY-CH~|~CY-C,,716.7,-1.516,0,
CH3COO~|~CH2COO,,HCOO,,342.4,0,0,
CH3COO~|~CH2COO,,CH3O~|~CH2O~|~CHO,,195.3,-9.75,0.04051,
CH3COO~|~CH2COO,,CH3NH~|~CH2NH~|~CHNH,,3168,-24.07,0.04303,
CH3COO~|~CH2COO,,CH3N~|~CH2N,,152.8,-1.099,0,
CH3COO~|~CH2COO,,ACNH2,,-1355,7.683001,-0.01012,
CH3COO~|~CH2COO,,AC2H2N~|~AC2HN~|~AC2N,,87.6,1.4109,0,
CH3COO~|~CH2COO,,CH3CN~|~CH2CN,,-193.23,0.43006,0,
CH3COO~|~CH2COO,,COOH,,62.031,1.0567,0,
CH3COO~|~CH2COO,,CH2CL~|~CHCL~|~CCL,,-49.339,0,0,
CH3COO~|~CH2COO,,CH2CL2~|~CHCL2~|~CCL2,,168.17,-1.0536,0,
CH3COO~|~CH2COO,,CCL4,,-5.71,-0.2724,0,
CH3COO~|~CH2COO,,ACCL,,3351,-14.54,0,
CH3COO~|~CH2COO,,CH3NO2~|~CH2NO2~|~CHNO2,,9.222,-0.3292,0,
CH3COO~|~CH2COO,,CS2,,861.1,-1.693,0,
CH3COO~|~CH2COO,,FURFURAL,,80.68999,0,0,
CH3COO~|~CH2COO,,DOH,,-72.07,0,0,
CH3COO~|~CH2COO,,I,,82.96,0,0,
CH3COO~|~CH2COO,,BR,,-386.3,1.892,0,
CH3COO~|~CH2COO,,DMSO,,296.8,-1.264,0,
CH3COO~|~CH2COO,,ACRY,,-92.12,0.9031,0,
CH3COO~|~CH2COO,,CL-(C=C),,-201.4,0.5487,0,
CH3COO~|~CH2COO,,DMF~|~HCON(..,,96.77,0.4827,0,
CH3COO~|~CH2COO,,COO,,-338.8,1.837,0,
CH3COO~|~CH2COO,,CY-CH2~|~CY-CH~|~CY-C,,374.1,-1.976,0.001682,
CH3COO~|~CH2COO,,THF~|~CY-CH2O~|~TRIOXAN,,-28.231,0,0,
CH3COO~|~CH2COO,,HCOOH,,745.4,0,0,
CH3COO~|~CH2COO,,CHCL3,,-579.11,0.9455,0,
CH3COO~|~CH2COO,,CONH2~|~CONHCH3~|~CONHCH2,,758.13,-0.2593,0,
CH3COO~|~CH2COO,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,611.47,-2.4783,0,
CH3COO~|~CH2COO,,HCONHCH3~|~HCONHCH2,,2973.58,-5.45555,0,
CH3COO~|~CH2COO,,(CH2)2SU~|~CH2SUCH,,-1336.2,6.7742,-0.0082,
CH3COO~|~CH2COO,,CH3S~|~CH2S~|~CHS,,-1366.59,5.90673,-0.007325,
HCOO,,AC2H2N~|~AC2HN~|~AC2N,,-9.2978,0,0,
HCOO,,CH3CN~|~CH2CN,,92.21,0,0,
HCOO,,CCL4,,-142.2,0.572,0,
HCOO,,ACCL,,1894,0,0,
HCOO,,CH3SH~|~CH2SH,,161.8,0,0,
HCOO,,CL-(C=C),,745.4,-0.622,0,
HCOO,,DMF~|~HCON(..,,580.3,0,0,
HCOO,,CY-CH2~|~CY-CH~|~CY-C,,227.6,-0.7762,0,
HCOO,,HCOOH,,489.15,0,0,
HCOO,,CHCL3,,260.64,-1.2868,0,
CH3O~|~CH2O~|~CHO,,AC2H2N~|~AC2HN~|~AC2N,,-199.94,-6.9867,0.0193,
CH3O~|~CH2O~|~CHO,,CH3CN~|~CH2CN,,1987,-8.022,0.01065,
CH3O~|~CH2O~|~CHO,,COOH,,521.48,0,0,
CH3O~|~CH2O~|~CHO,,CH2CL~|~CHCL~|~CCL,,-208.6,-0.2571,0.002418,
CH3O~|~CH2O~|~CHO,,CH2CL2~|~CHCL2~|~CCL2,,492.9,-6.475,0.01806,
CH3O~|~CH2O~|~CHO,,CCL3,,-607.35,2.3467,0,
CH3O~|~CH2O~|~CHO,,CCL4,,-425.4,0.9514,0,
CH3O~|~CH2O~|~CHO,,ACCL,,974,-1.368,-0.01983,
CH3O~|~CH2O~|~CHO,,CH3NO2~|~CH2NO2~|~CHNO2,,-305.1,0.7063,0,
CH3O~|~CH2O~|~CHO,,CS2,,35.02,1.702,0,
CH3O~|~CH2O~|~CHO,,CH3SH~|~CH2SH,,102.6,0,0,
CH3O~|~CH2O~|~CHO,,FURFURAL,,513.7,0,0,
CH3O~|~CH2O~|~CHO,,I,,-104.8,0,0,
CH3O~|~CH2O~|~CHO,,CH=-C~|~C=-C,,-137.87,0,0,
CH3O~|~CH2O~|~CHO,,CL-(C=C),,-422.7,2.23,0,
CH3O~|~CH2O~|~CHO,,ACF,,155.7,-1.578,0,
CH3O~|~CH2O~|~CHO,,CY-CH2~|~CY-CH~|~CY-C,,397,-1.379,0,
CH3O~|~CH2O~|~CHO,,THF~|~CY-CH2O~|~TRIOXAN,,-124.33,-0.29398,0,
CH3O~|~CH2O~|~CHO,,HCOOH,,-454.92,0,0,
CH3O~|~CH2O~|~CHO,,CHCL3,,-515.93,0.3835,0,
CH3O~|~CH2O~|~CHO,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,1321.52,0,0,
CH3O~|~CH2O~|~CHO,,HCONHCH3~|~HCONHCH2,,3858.07,-9.278001,7.00E-06,
CH3O~|~CH2O~|~CHO,,(CH2)2SU~|~CH2SUCH,,-209.209,-0.470423,0.006918,
CH3O~|~CH2O~|~CHO,,-S-S-,,-584.728,0,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3NH~|~CH2NH~|~CHNH,,1517,-12.72,0.02557,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3N~|~CH2N,,-472.4,-0.2051,0.01058,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3CN~|~CH2CN,,-412.38,-0.49092,0.0062553,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CCL4,,-65.76,-0.3148,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,ACCL,,2553,-11.9,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3SH~|~CH2SH,,-205.1,0,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,DMF~|~HCON(..,,162.14,0,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CY-CH2~|~CY-CH~|~CY-C,,124.3,-1.147,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,THF~|~CY-CH2O~|~TRIOXAN,,-143.07,0,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CONH2~|~CONHCH3~|~CONHCH2,,413.11,0,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,(CH2)2SU~|~CH2SUCH,,190.882,0,0,
CH3NH~|~CH2NH~|~CHNH,,CH3N~|~CH2N,,402.6,-1.614,0,
CH3NH~|~CH2NH~|~CHNH,,CH3CN~|~CH2CN,,242.2,0,0,
CH3NH~|~CH2NH~|~CHNH,,CCL4,,-3.28,0,0,
CH3NH~|~CH2NH~|~CHNH,,ACCL,,3888,-16.26,0,
CH3NH~|~CH2NH~|~CHNH,,ACF,,-330.2,0,0,
CH3NH~|~CH2NH~|~CHNH,,DMF~|~HCON(..,,-88.49,0,0,
CH3NH~|~CH2NH~|~CHNH,,CY-CH2~|~CY-CH~|~CY-C,,-131.9,-0.007369,0,
CH3NH~|~CH2NH~|~CHNH,,THF~|~CY-CH2O~|~TRIOXAN,,-186.98,0,0,
CH3NH~|~CH2NH~|~CHNH,,CONH2~|~CONHCH3~|~CONHCH2,,444.67,0.8351,0,
CH3NH~|~CH2NH~|~CHNH,,(CH2)2SU~|~CH2SUCH,,1178.79,-9.99911,0.020758,
CH3N~|~CH2N,,CH2CL2~|~CHCL2~|~CCL2,,-473,0.8883,0,
CH3N~|~CH2N,,CCL4,,215.9,-1.399,0,
CH3N~|~CH2N,,ACCL,,1622,-4.812,-0.01856,
CH3N~|~CH2N,,ACF,,-7.532001,-0.8077,0,
CH3N~|~CH2N,,DMF~|~HCON(..,,965,0,0,
CH3N~|~CH2N,,CY-CH2~|~CY-CH~|~CY-C,,324.15,-1.4264,0,
CH3N~|~CH2N,,CHCL3,,-420.24,0.26315,0,
CH3N~|~CH2N,,CONH2~|~CONHCH3~|~CONHCH2,,-729.5,6.2811,0,
CH3N~|~CH2N,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,2111.24,0,0,
CH3N~|~CH2N,,(CH2)2SU~|~CH2SUCH,,2662.02,-13.9855,0.017738,
ACNH2,,AC2H2N~|~AC2HN~|~AC2N,,74.285,14.613,-0.0283,
ACNH2,,CH3CN~|~CH2CN,,393.9,-4.703,0.009003,
ACNH2,,CH2CL~|~CHCL~|~CCL,,582.1,-2.33,0.000377,
ACNH2,,CCL4,,3986,-16.15,0.01635,
ACNH2,,ACCL,,3709.2,0,0,
ACNH2,,ACNO2,,3770,1.686,0,
ACNH2,,DOH,,1268,-3.042,0,
ACNH2,,DMF~|~HCON(..,,-391.9,0,0,
ACNH2,,CY-CH2~|~CY-CH~|~CY-C,,1371,-3.323,0,
ACNH2,,CONH2~|~CONHCH3~|~CONHCH2,,1271.42,-6.4373,0.006451,
AC2H2N~|~AC2HN~|~AC2N,,CH3CN~|~CH2CN,,746.12,-2.1937,0,
AC2H2N~|~AC2HN~|~AC2N,,COOH,,-451.49,-0.4031,0,
AC2H2N~|~AC2HN~|~AC2N,,CH2CL~|~CHCL~|~CCL,,-67.106,-0.4933,0,
AC2H2N~|~AC2HN~|~AC2N,,CH2CL2~|~CHCL2~|~CCL2,,-978.25,2.1884,0,
AC2H2N~|~AC2HN~|~AC2N,,CCL4,,229.66,-1.5005,0,
AC2H2N~|~AC2HN~|~AC2N,,BR,,-713.65,1.9191,0,
AC2H2N~|~AC2HN~|~AC2N,,ACF,,197.95,-0.3316,-0.0004,
AC2H2N~|~AC2HN~|~AC2N,,CY-CH2~|~CY-CH~|~CY-C,,268.23,-1.4137,0,
AC2H2N~|~AC2HN~|~AC2N,,THF~|~CY-CH2O~|~TRIOXAN,,-250.25,0.3811,0,
AC2H2N~|~AC2HN~|~AC2N,,CHCL3,,-516.31,1.6943,0,
AC2H2N~|~AC2HN~|~AC2N,,CONH2~|~CONHCH3~|~CONHCH2,,489.93,-0.5591,-0.00102,
AC2H2N~|~AC2HN~|~AC2N,,AC2H2S~|~AC2HS~|~AC2S,,-674,1.8854,0,
CH3CN~|~CH2CN,,CH2CL~|~CHCL~|~CCL,,176.5,-1.237,0,
CH3CN~|~CH2CN,,CH2CL2~|~CHCL2~|~CCL2,,-78.96,0,0,
CH3CN~|~CH2CN,,CCL4,,65.82,-0.6265,0,
CH3CN~|~CH2CN,,ACCL,,1283,3.361,-0.02978,
CH3CN~|~CH2CN,,CH3NO2~|~CH2NO2~|~CHNO2,,117.53,-0.44692,0,
CH3CN~|~CH2CN,,CS2,,468.8,0,0,
CH3CN~|~CH2CN,,CH3SH~|~CH2SH,,-18.8,-0.3652,0,
CH3CN~|~CH2CN,,DOH,,506.6,-1.263,0,
CH3CN~|~CH2CN,,BR,,-211.2,0,0,
CH3CN~|~CH2CN,,CH=-C~|~C=-C,,11.65,-1.229,0,
CH3CN~|~CH2CN,,ACRY,,267.1,0,0,
CH3CN~|~CH2CN,,CL-(C=C),,61.96,-0.4161,0,
CH3CN~|~CH2CN,,DMF~|~HCON(..,,57.08,-0.7417,0,
CH3CN~|~CH2CN,,COO,,-75.67,0,0,
CH3CN~|~CH2CN,,CY-CH2~|~CY-CH~|~CY-C,,256.2,-1.526,0.001118,
CH3CN~|~CH2CN,,THF~|~CY-CH2O~|~TRIOXAN,,-28.653,-0.48152,0,
CH3CN~|~CH2CN,,CHCL3,,237.42,-1.2928,0,
CH3CN~|~CH2CN,,HCONHCH3~|~HCONHCH2,,297.646,-0.66206,0,
CH3CN~|~CH2CN,,(CH2)2SU~|~CH2SUCH,,-50.8443,-0.025287,0,
COOH,,CH2CL~|~CHCL~|~CCL,,27.618,0,0,
COOH,,CH2CL2~|~CHCL2~|~CCL2,,94.606,0,0,
COOH,,CCL4,,701.95,-1.7576,0,
COOH,,ACCL,,-1398.7,0,0,
COOH,,I,,146.06,0,0,
COOH,,BR,,-18.328,0,0,
COOH,,CL-(C=C),,-447.95,1.5141,0,
COOH,,DMF~|~HCON(..,,-421.21,0,0,
COOH,,COO,,-271.176,1.4107,0,
COOH,,CY-CH2~|~CY-CH~|~CY-C,,1060,-2.822,0,
COOH,,THF~|~CY-CH2O~|~TRIOXAN,,720.45,-1.5187,0,
COOH,,HCOOH,,-65.631,0,0,
COOH,,CHCL3,,508.72,-1.4005,0,
COOH,,CONH2~|~CONHCH3~|~CONHCH2,,-369.31,0,0,
COOH,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,-400.86,0,0,
CH2CL~|~CHCL~|~CCL,,CH2CL2~|~CHCL2~|~CCL2,,70.79,0,0,
CH2CL~|~CHCL~|~CCL,,CCL3,,592.4,-4.2459,0.0069046,
CH2CL~|~CHCL~|~CCL,,CCL4,,16.34,0.07287,0,
CH2CL~|~CHCL~|~CCL,,ACCL,,3985,-15.7,0,
CH2CL~|~CHCL~|~CCL,,CH3NO2~|~CH2NO2~|~CHNO2,,24.44,-0.4713,0,
CH2CL~|~CHCL~|~CCL,,ACNO2,,1248,-2.04,0,
CH2CL~|~CHCL~|~CCL,,CS2,,295.9,0,0,
CH2CL~|~CHCL~|~CCL,,FURFURAL,,666,0,0,
CH2CL~|~CHCL~|~CCL,,BR,,128.8,-0.2077,0,
CH2CL~|~CHCL~|~CCL,,CL-(C=C),,280,0,0,
CH2CL~|~CHCL~|~CCL,,DMF~|~HCON(..,,-70.45,0,0,
CH2CL~|~CHCL~|~CCL,,CY-CH2~|~CY-CH~|~CY-C,,-31.42,-0.248,0,
CH2CL~|~CHCL~|~CCL,,THF~|~CY-CH2O~|~TRIOXAN,,-325.77,2.0412,0,
CH2CL~|~CHCL~|~CCL,,HCOOH,,530.3,0,0,
CH2CL~|~CHCL~|~CCL,,CHCL3,,207.12,-0.43964,0,
CH2CL~|~CHCL~|~CCL,,HCONHCH3~|~HCONHCH2,,955.8281,-1.00012,0,
CH2CL~|~CHCL~|~CCL,,(CH2)2SU~|~CH2SUCH,,842.486,-1.8434,0,
CH2CL2~|~CHCL2~|~CCL2,,CCL3,,187.43,-3.446,0.0067179,
CH2CL2~|~CHCL2~|~CCL2,,CCL4,,46.29,-0.2115,0,
CH2CL2~|~CHCL2~|~CCL2,,ACCL,,3353,-14.2,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3NO2~|~CH2NO2~|~CHNO2,,822.4,-2.05,0,
CH2CL2~|~CHCL2~|~CCL2,,FURFURAL,,-174.6,0,0,
CH2CL2~|~CHCL2~|~CCL2,,I,,132.7,-0.1183,0,
CH2CL2~|~CHCL2~|~CCL2,,BR,,-139.6,1.022,0,
CH2CL2~|~CHCL2~|~CCL2,,DMSO,,-178.3,0.7426,0,
CH2CL2~|~CHCL2~|~CCL2,,CL-(C=C),,160.7,0,0,
CH2CL2~|~CHCL2~|~CCL2,,DMF~|~HCON(..,,-147.64,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CY-CH2~|~CY-CH~|~CY-C,,10.7,-0.2702,0,
CH2CL2~|~CHCL2~|~CCL2,,THF~|~CY-CH2O~|~TRIOXAN,,108.83,-0.86059,0,
CH2CL2~|~CHCL2~|~CCL2,,CHCL3,,7.3664,0.40456,0,
CH2CL2~|~CHCL2~|~CCL2,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,102.8,-0.0879,0,
CH2CL2~|~CHCL2~|~CCL2,,HCONHCH3~|~HCONHCH2,,-1017.26,3.0909,0,
CH2CL2~|~CHCL2~|~CCL2,,(CH2)2SU~|~CH2SUCH,,262.138,0,0,
CCL3,,CCL4,,-323.17,1.1973,0,
CCL3,,BR,,599.82,0,0,
CCL3,,CL-(C=C),,325.81,0,0,
CCL3,,CY-CH2~|~CY-CH~|~CY-C,,289.08,-0.5852,0,
CCL3,,(CH2)2SU~|~CH2SUCH,,401.698,0,0,
CCL4,,ACCL,,-131.8,9.802,-0.03582,
CCL4,,CH3NO2~|~CH2NO2~|~CHNO2,,441.5,-0.5353,0,
CCL4,,ACNO2,,3286,0,0,
CCL4,,CS2,,9.362,1.033,0,
CCL4,,FURFURAL,,750.2,0.8165,0,
CCL4,,I,,49.51,0.6829,0,
