Clapeyron Database Parameters
Asymmetric parameters for mixing Multiparameter EoS [csvtype = unlike]
species1,cas1,species2,cas2,beta_v,gamma_v,beta_T,gamma_T,source
r32~|~difluoromethane,75-10-5,"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,0.993346,1.02211,1.00052,0.948538,akasaka-fpe-2013
r32~|~difluoromethane,75-10-5,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.00586,0.982707,1.00343,0.977857,akasaka-fpe-2013
butene~|~1-butene,106-98-9,acetone~|~propanone,67-64-1,1.0,1.0,1.01475,0.95623,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,butane~|~n-butane,106-97-8,1.0,1.0,1.00154,0.99777,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,1.0,1.0,1.06345,0.86402,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,carbon dioxide,124-38-9,1.0,1.0,0.98059,0.96751,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,dimethyl ether,115-10-6,1.0,1.0,0.99767,0.98081,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.00327,1.0557,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,propene~|~propylene,115-07-1,1.0,1.0,1.00018,1.00725,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01733,0.92312,10.1021/acs.jced.6b00257
butene~|~1-butene,106-98-9,r32~|~difluoromethane,75-10-5,1.0,1.0,0.98014,0.85398,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,benzene,71-43-2,1.0,1.0,0.9982,0.98198,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,butane~|~n-butane,106-97-8,1.0,1.0,0.98364,0.93303,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,dodecane~|~n-dodecane,112-40-3,1.0,1.0,1.0322,0.99897,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,tetradecane~|~n-tetradecane,629-59-4,1.0,1.0,1.02803,1.02375,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,(z)-2-butene~|~cis-2-butene,590-18-1,1.0,1.0,0.98583,0.95209,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,carbon dioxide,124-38-9,1.0,1.0,1.01322,1.0805,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,cyclohexane,110-82-7,1.0,1.0,0.9912,0.92123,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,decane~|~n-decane,124-18-5,1.0,1.0,1.02395,0.96708,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,diethyl ether,60-29-7,1.0,1.0,0.99001,0.97127,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,dimethyl carbonate,616-38-6,1.0,1.0,0.997,0.99989,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,ethane,74-84-0,1.0,1.0,0.96779,1.0142,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,ethanol,64-17-5,1.0,1.0,1.0035,0.9739,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,0.99223,1.10077,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,hydrogen sulfide,7783-06-4,1.0,1.0,0.95958,1.04871,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,heptane~|~n-heptane,142-82-5,1.0,1.0,1.01173,0.92544,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,hexane~|~n-hexane,110-54-3,1.0,1.0,1.00129,0.91955,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,isobutene~|~isobutylene~|~2-methylpropene,115-11-7,1.0,1.0,0.98616,0.95994,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.00451,0.93534,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,isobutane~|~2-methylpropane,75-28-5,1.0,1.0,0.98302,0.93551,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,methanol,67-56-1,1.0,1.0,0.99906,0.97135,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,nonane~|~n-nonane,111-84-2,1.0,1.0,1.01457,0.9428,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,pentane~|~n-pentane,109-66-0,1.0,1.0,0.9945,0.92363,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,propene~|~propylene,115-07-1,1.0,1.0,0.98047,0.99014,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.0007,0.9752,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,0.9963,0.95086,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.04656,1.07981,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,sulfur dioxide,7446-09-5,1.0,1.0,1.0107,1.10455,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,(e)-2-butene~|~trans-2-butene,624-64-6,1.0,1.0,0.98504,0.95011,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,toluene,108-88-3,1.0,1.0,0.99846,0.97643,10.1021/acs.jced.6b00257
acetone~|~propanone,67-64-1,water,7732-18-5,1.0,1.0,0.98238,0.9197,10.1021/acs.jced.6b00257
ammonia,7664-41-7,argon,7440-37-1,1.0,1.0,1.03498,1.06504,10.1021/acs.jced.6b00257
ammonia,7664-41-7,benzene,71-43-2,1.0,1.0,1.03065,0.92822,10.1021/acs.jced.6b00257
ammonia,7664-41-7,butane~|~n-butane,106-97-8,1.0,1.0,1.05871,0.80552,10.1021/acs.jced.6b00257
ammonia,7664-41-7,hexane~|~n-hexane,110-54-3,1.0,1.0,1.09995,0.86636,10.1021/acs.jced.6b00257
ammonia,7664-41-7,krypton,7439-90-9,1.0,1.0,0.98832,0.92419,10.1021/acs.jced.6b00257
ammonia,7664-41-7,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.0425,0.95719,10.1021/acs.jced.6b00257
ammonia,7664-41-7,octane~|~n-octane,111-65-9,1.0,1.0,1.04331,0.62644,10.1021/acs.jced.6b00257
ammonia,7664-41-7,pentane~|~n-pentane,109-66-0,1.0,1.0,1.09752,0.8445,10.1021/acs.jced.6b00257
ammonia,7664-41-7,propane~|~n-propane,74-98-6,1.0,1.0,1.04145,0.79017,10.1021/acs.jced.6b00257
ammonia,7664-41-7,propene~|~propylene,115-07-1,1.0,1.0,1.02533,0.84826,10.1021/acs.jced.6b00257
ammonia,7664-41-7,propyne~|~1-propyne~|~methylacetylene,74-99-7,1.0,1.0,1.00696,0.94154,10.1021/acs.jced.6b00257
ammonia,7664-41-7,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.04548,0.96866,10.1021/acs.jced.6b00257
ammonia,7664-41-7,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,1.03859,0.76464,10.1021/acs.jced.6b00257
argon,7440-37-1,benzene,71-43-2,1.0,1.0,1.00291,1.40461,10.1021/acs.jced.6b00257
argon,7440-37-1,cyclopentane,287-92-3,1.0,1.0,0.9798,1.36013,10.1021/acs.jced.6b00257
argon,7440-37-1,krypton,7439-90-9,1.0,1.0,1.0002,1.0046,10.1021/acs.jced.6b00257
argon,7440-37-1,"neopentane~|~2,2-dimethylpropane",463-82-1,1.0,1.0,1.00019,1.28707,10.1021/acs.jced.6b00257
argon,7440-37-1,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.98668,1.20531,10.1021/acs.jced.6b00257
benzene,71-43-2,butane~|~n-butane,106-97-8,1.0,1.0,0.99022,0.99834,10.1021/acs.jced.6b00257
benzene,71-43-2,dodecane~|~n-dodecane,112-40-3,1.0,1.0,1.00717,1.02547,10.1021/acs.jced.6b00257
benzene,71-43-2,tetradecane~|~n-tetradecane,629-59-4,1.0,1.0,0.99866,1.04969,10.1021/acs.jced.6b00257
benzene,71-43-2,methylcyclohexane,108-87-2,1.0,1.0,1.00452,0.98159,10.1021/acs.jced.6b00257
benzene,71-43-2,carbon monoxide,630-08-0,1.0,1.0,1.02875,1.47254,10.1021/acs.jced.6b00257
benzene,71-43-2,carbon dioxide,124-38-9,1.0,1.0,0.99261,1.03295,10.1021/acs.jced.6b00257
benzene,71-43-2,cyclohexane,110-82-7,1.0,1.0,1.00212,0.97982,10.1021/acs.jced.6b00257
benzene,71-43-2,water-d2~|~heavywater~|~deuterium oxide,556-67-2,1.0,1.0,1.01222,0.98954,10.1021/acs.jced.6b00257
benzene,71-43-2,decane~|~n-decane,124-18-5,1.0,1.0,1.00678,0.99831,10.1021/acs.jced.6b00257
benzene,71-43-2,diethyl ether,60-29-7,1.0,1.0,1.00092,1.00226,10.1021/acs.jced.6b00257
benzene,71-43-2,dimethyl carbonate,616-38-6,1.0,1.0,1.00156,0.98361,10.1021/acs.jced.6b00257
benzene,71-43-2,ethylbenzene,100-41-4,1.0,1.0,0.99807,1.01425,10.1021/acs.jced.6b00257
benzene,71-43-2,ethane,74-84-0,1.0,1.0,0.99662,1.08163,10.1021/acs.jced.6b00257
benzene,71-43-2,ethanol,64-17-5,1.0,1.0,1.02907,0.9164,10.1021/acs.jced.6b00257
benzene,71-43-2,hydrogen sulfide,7783-06-4,1.0,1.0,1.00564,1.06015,10.1021/acs.jced.6b00257
benzene,71-43-2,heptane~|~n-heptane,142-82-5,1.0,1.0,1.00775,0.97482,10.1021/acs.jced.6b00257
benzene,71-43-2,hexane~|~n-hexane,110-54-3,1.0,1.0,1.0043,0.97222,10.1021/acs.jced.6b00257
benzene,71-43-2,isohexane~|~2-methylpentane,107-83-5,1.0,1.0,1.00643,0.97119,10.1021/acs.jced.6b00257
benzene,71-43-2,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.00861,0.96998,10.1021/acs.jced.6b00257
benzene,71-43-2,methane,74-82-8,1.0,1.0,1.0018,1.29314,10.1021/acs.jced.6b00257
benzene,71-43-2,methanol,67-56-1,1.0,1.0,1.02351,0.90254,10.1021/acs.jced.6b00257
benzene,71-43-2,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.99896,1.00464,10.1021/acs.jced.6b00257
benzene,71-43-2,nonane~|~n-nonane,111-84-2,1.0,1.0,1.00489,0.97411,10.1021/acs.jced.6b00257
benzene,71-43-2,octane~|~n-octane,111-65-9,1.0,1.0,1.00796,0.98037,10.1021/acs.jced.6b00257
benzene,71-43-2,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.01414,1.00329,10.1021/acs.jced.6b00257
benzene,71-43-2,pentane~|~n-pentane,109-66-0,1.0,1.0,1.00187,0.97605,10.1021/acs.jced.6b00257
benzene,71-43-2,propane~|~n-propane,74-98-6,1.0,1.0,1.0017,1.01942,10.1021/acs.jced.6b00257
benzene,71-43-2,propene~|~propylene,115-07-1,1.0,1.0,0.9973,1.02876,10.1021/acs.jced.6b00257
benzene,71-43-2,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.00112,1.00639,10.1021/acs.jced.6b00257
benzene,71-43-2,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,1.00372,0.97215,10.1021/acs.jced.6b00257
benzene,71-43-2,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,1.00118,0.95788,10.1021/acs.jced.6b00257
benzene,71-43-2,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.0106,1.03496,10.1021/acs.jced.6b00257
benzene,71-43-2,toluene,108-88-3,1.0,1.0,1.00015,1.00176,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,tetradecane~|~n-tetradecane,629-59-4,1.0,1.0,0.97985,1.15977,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,(z)-2-butene~|~cis-2-butene,590-18-1,1.0,1.0,0.9988,0.99538,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,cyclohexane,110-82-7,1.0,1.0,1.00719,1.02834,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,dimethyl ether,115-10-6,1.0,1.0,0.99621,0.96541,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.02263,1.05892,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,1.0,1.0,0.97018,0.94381,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,isobutene~|~isobutylene~|~2-methylpropene,115-11-7,1.0,1.0,1.00062,0.99703,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,methyl palmitate~|~methyl hexadecanoate~|~hexadecanoicacidmethylester,112-39-0,1.0,1.0,0.93827,1.21149,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,1.0029,0.99168,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,r125~|~pentafluoroethane,354-33-6,1.0,1.0,0.99482,0.90412,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.9973,0.98279,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.00409,0.89057,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.00093,0.91912,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.00243,0.91179,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.01441,0.90171,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97624,0.89836,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,1.01634,0.90319,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,r32~|~difluoromethane,75-10-5,1.0,1.0,0.98166,0.8699,10.1021/acs.jced.6b00257
butane~|~n-butane,106-97-8,(e)-2-butene~|~trans-2-butene,624-64-6,1.0,1.0,0.99911,0.99609,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,carbon dioxide,124-38-9,1.0,1.0,0.99389,1.19119,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,ethane,74-84-0,1.0,1.0,1.06034,1.27938,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,methanol,67-56-1,1.0,1.0,0.90438,0.95529,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.0009,1.00198,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.9981,0.99825,10.1021/acs.jced.6b00257
undecane~|~n-undecane,1120-21-4,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99981,1.0018,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,carbon monoxide,630-08-0,1.0,1.0,1.06881,1.92729,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,cyclohexane,110-82-7,1.0,1.0,1.0045,1.04292,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,decane~|~n-decane,124-18-5,1.0,1.0,0.9987,1.00382,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,ethane,74-84-0,1.0,1.0,1.05041,1.32514,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,hydrogen sulfide,7783-06-4,1.0,1.0,1.01731,1.17814,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,heptane~|~n-heptane,142-82-5,1.0,1.0,0.99911,1.03014,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,methanol,67-56-1,1.0,1.0,0.90111,0.79118,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,nitrous oxide,10024-97-2,1.0,1.0,1.03545,1.2736,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,octane~|~n-octane,111-65-9,1.0,1.0,1.00166,1.0217,10.1021/acs.jced.6b00257
dodecane~|~n-dodecane,112-40-3,toluene,108-88-3,1.0,1.0,0.99508,1.01727,10.1021/acs.jced.6b00257
tetradecane~|~n-tetradecane,629-59-4,methanol,67-56-1,1.0,1.0,0.90474,1.82083,10.1021/acs.jced.6b00257
tetradecane~|~n-tetradecane,629-59-4,propane~|~n-propane,74-98-6,1.0,1.0,1.06681,1.1558,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,cyclohexane,110-82-7,1.0,1.0,0.99923,0.99987,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,ethylbenzene,100-41-4,1.0,1.0,1.00104,0.99289,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,ethane,74-84-0,1.0,1.0,1.00973,1.12773,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,ethanol,64-17-5,1.0,1.0,1.02569,0.9013,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,heptane~|~n-heptane,142-82-5,1.0,1.0,0.99972,0.9978,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,hexane~|~n-hexane,110-54-3,1.0,1.0,1.00014,0.99759,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00132,0.99508,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,pentane~|~n-pentane,109-66-0,1.0,1.0,1.00254,1.00312,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,propane~|~n-propane,74-98-6,1.0,1.0,0.99917,1.054,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.00133,0.99463,10.1021/acs.jced.6b00257
methylcyclohexane,108-87-2,toluene,108-88-3,1.0,1.0,0.99987,0.98708,10.1021/acs.jced.6b00257
(z)-2-butene~|~cis-2-butene,590-18-1,ethanol,64-17-5,1.0,1.0,1.02589,0.94964,10.1021/acs.jced.6b00257
(z)-2-butene~|~cis-2-butene,590-18-1,methanol,67-56-1,1.0,1.0,1.02664,0.90617,10.1021/acs.jced.6b00257
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane,1678-92-8,ethane,74-84-0,1.0,1.0,1.01912,1.195,10.1021/acs.jced.6b00257
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane,1678-92-8,hydrogen sulfide,7783-06-4,1.0,1.0,1.00425,1.10114,10.1021/acs.jced.6b00257
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane,1678-92-8,nitrogen,7727-37-9,1.0,1.0,1.01206,1.69332,10.1021/acs.jced.6b00257
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane,1678-92-8,propane~|~n-propane,74-98-6,1.0,1.0,1.00516,1.10943,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,carbon dioxide,124-38-9,1.0,1.0,0.96003,0.95201,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,dimethyl ether,115-10-6,1.0,1.0,0.95275,0.86921,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,ethane,74-84-0,1.0,1.0,0.97199,0.97003,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,0.96014,0.97341,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,methane,74-82-8,1.0,1.0,0.98649,1.12365,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,propane~|~n-propane,74-98-6,1.0,1.0,0.97499,0.90987,10.1021/acs.jced.6b00257
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,"r365mfc~|~1,1,1,3,3-pentafluorobutane",406-58-6,1.0,1.0,0.99786,0.93067,10.1021/acs.jced.6b00257
perfluoropentane~|~n-perfluoropentane~|~perfluoro-n-pentane,678-26-2,pentane~|~n-pentane,109-66-0,1.0,1.0,0.97304,0.8914,10.1021/acs.jced.6b00257
r13i1~|~trifluoroiodomethane,2314-97-8,isobutane~|~2-methylpropane,75-28-5,1.0,1.0,1.002,0.98459,10.1021/acs.jced.6b00257
r13i1~|~trifluoroiodomethane,2314-97-8,nitrogen,7727-37-9,1.0,1.0,1.00123,1.30226,10.1021/acs.jced.6b00257
r13i1~|~trifluoroiodomethane,2314-97-8,propane~|~n-propane,74-98-6,1.0,1.0,0.99452,0.98807,10.1021/acs.jced.6b00257
r13i1~|~trifluoroiodomethane,2314-97-8,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.0,1.0,1.00346,0.96604,10.1021/acs.jced.6b00257
r13i1~|~trifluoroiodomethane,2314-97-8,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.99875,0.96404,10.1021/acs.jced.6b00257
cl2~|~chlorine,7782-50-5,hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,1.0,1.0,0.99601,0.96115,10.1021/acs.jced.6b00257
carbon monoxide,630-08-0,cyclohexane,110-82-7,1.0,1.0,0.99244,1.46342,10.1021/acs.jced.6b00257
carbon monoxide,630-08-0,ethanol,64-17-5,1.0,1.0,0.91325,1.69985,10.1021/acs.jced.6b00257
carbon monoxide,630-08-0,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,0.96489,1.09111,10.1021/acs.jced.6b00257
carbon monoxide,630-08-0,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.98439,1.5975,10.1021/acs.jced.6b00257
carbon monoxide,630-08-0,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.98181,1.62153,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,carbonyl sulfide,463-58-1,1.0,1.0,1.00023,0.9445,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,cyclopentane,287-92-3,1.0,1.0,1.01592,0.98308,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,diethyl ether,60-29-7,1.0,1.0,1.01217,1.03241,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,dimethyl ether,115-10-6,1.0,1.0,0.99723,1.03116,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,ethylbenzene,100-41-4,1.0,1.0,1.00091,1.09145,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.00402,0.95576,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,methyl stearate~|~methyl octadecanoate~|~octadecanoicacidmethylester,112-61-8,1.0,1.0,0.90151,1.45262,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"neopentane~|~2,2-dimethylpropane",463-82-1,1.0,1.0,1.02674,0.9543,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"novec649~|~1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-3-pentanone",756-13-8,1.0,1.0,1.04359,1.03509,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00114,1.10292,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,propene~|~propylene,115-07-1,1.0,1.0,1.01217,0.93465,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.0034,1.1043,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,1.0,1.0,1.03808,0.89857,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,1.01811,0.9576,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01687,0.98477,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,1.0,1.0,0.98639,1.05886,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,1.0,1.0,1.01128,0.98477,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.0,1.0,1.00219,1.02234,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r124~|~1-chloro-1,2,2,2-tetrafluoroethane~|~2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,1.0,1.0,0.99517,1.01028,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.0115,0.96741,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.01036,1.01129,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,1.01196,1.00776,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.02027,0.98474,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.00224,1.00646,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.00394,1.01254,10.1021/acs.jced.6b00257
