Clapeyron Database File
Reid Coefficients from Poling [csvtype = single; grouptype = unknown]
species,cas,a,b,c,d,e
"r143~|~1,1,2-trifluoroethane",430-66-0,29.358367504699086,0.13677291006862077,0.00017244195470049817,-3.506208886075221e-7,1.55397306333284e-10
"propadiene~|~1,2-propadiene",463-49-0,28.29411628957547,0.05213999507843896,0.0002816939935030317,-4.251184736661751e-7,1.796755371782915e-10
"neopentane~|~2,2-dimethylpropane",463-82-1,-95.01767880025523,1.2973638035487771,-0.002775617055818096,3.33634441478635e-6,-1.4804732137883658e-9
"2,2,3-trimethylbutane~|~2,2,3-trimethyl-butane",464-06-2,-5.911582921506953,0.6116284991165885,-8.372663856480312e-5,-2.5093048181586476e-7,1.3161794324536577e-10
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene,493-01-6,-45.27224895584438,0.6657223929102934,0.0004211275316094615,-9.774482253900948e-7,4.230398580116368e-10
trans-decalin~|~trans-decahydronaphthalene,493-02-7,-17.917666942120228,0.4477504409127882,0.0010484537361491234,-1.744457401914731e-6,7.537891809617726e-10
"1,3-dioxane",505-22-6,31.877649677999518,-0.0020703011919201565,0.0009964883447856655,-1.2882428380566629e-6,5.027755545197263e-10
2-methyl-2-butene,513-35-9,10.309933646510014,0.3267833242812767,2.2449049069013746e-5,-2.0786156545383093e-7,9.312198132331627e-11
"1,2,3-trimethylbenzene",526-73-8,33.60705790257539,0.25901213948070967,0.0008468280176589072,-1.3520979109640798e-6,5.755271024285671e-10
2-methylfuran,534-22-5,32.8587562669416,0.04602055059147818,0.0007692540814315377,-1.0847047931642713e-6,4.4507318394974286e-10
propyl chloride~|~1-chloropropane,540-54-5,36.29262932823889,0.08227160760662629,0.0004461540640901028,-6.408787786072515e-7,2.59411233686381e-10
methylethylether~|~ethyl methyl ether,540-67-0,33.324366173558175,0.1787027450519676,0.00014990976100530287,-2.7712103906304746e-7,1.1066549744761961e-10
"isooctane~|~2,2,4-trimethylpentane",540-84-1,3.1927536453708436,0.6407041748922704,5.529117641071903e-5,-4.626998447002277e-7,2.177557759694333e-10
1-chloropentane,543-59-9,58.633590383216635,0.08114084069055745,0.0008489066333134456,-1.1704269027574315e-6,4.689356916638426e-10
hexadecane~|~n-hexadecane,544-76-3,330.47494568373673,-1.7140430976575265,0.00954616711040646,-1.2932980313285e-5,5.615089184543607e-9
"2,3,3-trimethylpentane",560-21-4,-47.608612951545446,0.9805994067223749,-0.0007433129580628995,3.335762402403079e-7,-6.784601496413043e-11
"3,3-dimethylpentane",562-49-2,-3.9909420567135543,0.61040627311172,-6.152702337433397e-5,-2.961611584586183e-7,1.51489508902752e-10
"3,3-dimethylhexane",563-16-6,-17.40217025979473,0.7855504281631179,-0.00023347011031774292,-2.3371954419628754e-7,1.509906411456628e-10
3-methyl-1-butene,563-45-1,17.526887199067026,0.34847575725203855,-3.458816449151747e-5,-1.6105114091362822e-7,7.93199733771819e-11
"2,2,3-trimethylpentane",564-02-3,-37.331937155508044,0.8981448809381491,-0.000539276045413419,1.1981140632758817e-7,1.18065369177776e-11
"2,3-dimethylpentane",565-59-3,-35.86859173471307,0.8040750508763634,-0.00053661541737561,1.8516308250627263e-7,-2.602426799481964e-11
"1,6-dimethylnaphthalene",575-43-9,-36.018252061839824,0.8642634457691746,-0.00037880691688306153,-1.4708284371513081e-7,1.3062020773118737e-10
"2,6-xylenol~|~2,6-dimethylphenol",576-26-1,21.650860657671032,0.4322689115177869,0.0002230770320450514,-6.13607341219709e-7,2.777030514463182e-10
"2,7-dimethylnaphthalene",582-16-1,-27.337953088487847,0.8421552896675053,-0.00039477068510991576,-8.971305164987343e-8,1.0135329931528798e-10
"3,4-dimethylhexane",583-48-2,-51.117316176406106,0.9688178131924517,-0.000694340773241977,2.4619123812351736e-7,-2.860175140644714e-11
"3,4-dimethylpyridine",583-58-4,28.377260915757,0.2644581124956001,0.00043933620474321714,-7.359130863327432e-7,3.0015210051533186e-10
"2,3-dimethylhexane",584-94-1,-29.88217864964274,0.8396193785689685,-0.0004057457757658781,-2.8435462154084076e-8,6.560111005722905e-11
3-hexanone,589-38-8,77.79842671805984,0.11228681765815948,0.0007262683096956853,-9.90917654831503e-7,3.916111893150175e-10
"2,4-dimethylhexane~|~2 4-dimethylhexane",589-43-5,-28.03636794841272,0.9033247911492587,-0.0006042119984611958,1.8092270657101448e-7,-8.563896496697835e-12
4-methylheptane,589-53-7,18.142157432810368,0.5223810573733316,0.0003674161030961916,-8.331922989651361e-7,3.6234428089911813e-10
"2,5-dimethylpyridine",589-93-5,35.3115227392968,0.11213715733103274,0.000959073263003976,-1.3772075880709023e-6,5.656328919129648e-10
2-butene~|~(z)-2-butene~|~cis-2-butene,590-18-1,30.672052598367294,0.15950465086665172,0.0001854125163848172,-2.8485348929792993e-7,1.0442965048400468e-10
"2,2-dimethylpentane",590-35-2,10.933518342871508,0.5027090388187812,0.00023388583344865062,-6.335620515032767e-7,2.855186463073822e-10
"2,2-dimethylhexane",590-73-8,28.70152495786498,0.4591412546996581,0.0005043553024171755,-9.371230816920514e-7,3.9344037109101125e-10
"3,5-dimethylpyridine",591-22-0,34.38030292606364,0.12651286319781968,0.0008972968057510975,-1.2894900074493857e-6,5.258066159720108e-10
2-methylhexane,591-76-4,28.70152495786498,0.38556657499162006,0.0004528056341846253,-8.210531835426322e-7,3.3997837645628595e-10
2-hexanone,591-78-6,76.04407510562953,0.07234413924055133,0.0008926407066849317,-1.2055970796322195e-6,4.795782038150787e-10
"2,5-dimethylhexane",592-13-2,-11.365870399015478,0.7257278696255055,-0.00014957718250057674,-2.779524853248628e-7,1.5439957081910565e-10
2-methylheptane,592-27-8,43.70912998363158,0.3424560863164956,0.0008097455143819439,-1.3047054740406063e-6,5.462601940126678e-10
hexene~|~1-hexene~|~hex-1-ene,592-41-6,52.406057882219855,0.10270024225942881,0.0008528975753701592,-1.1866401048628301e-6,4.745895262441868e-10
1-heptene,592-76-7,62.524758888512345,0.10662466861519714,0.0010534424137200152,-1.4615162390189761e-6,5.849224451870803e-10
octadecane~|~n-octadecane,593-45-3,208.94244559419087,-0.07984378452212557,0.003992189226106277,-5.342541099920545e-6,2.1569378924013133e-9
r41~|~fluoromethane~|~methyl fluoride,593-53-3,37.92226400139692,-0.08677804634566534,0.0004001750858117154,-4.2146011011418766e-7,1.470828437151308e-10
"2,2,3,3-tetramethylbutane",594-82-1,6.385507290741687,0.6065400479942787,0.00013793693483516223,-5.256403267196478e-7,2.3995539115990244e-10
2-methyl-3-ethylpentane~|~3-ethyl-2-methylpentane~|~2-methyl-3-ethyl-pentane,609-26-7,-7.258525865647777,0.7914786400098612,-0.0004422462666595707,9.811065889420822e-8,0.0
3-ethylpentane,617-78-7,63.173286972728306,0.16252280079704132,0.0009678865933792185,-1.339210493905942e-6,5.302964257858135e-10
3-ethylhexane,619-99-8,59.68121267310394,0.2803636794841272,0.0008617940503715831,-1.273110516091624e-6,5.061844841931692e-10
m-ethylphenol~|~3-ethylphenol,620-17-7,-33.49896988853939,0.749690150891023,-0.0004886409680688659,5.820123832707267e-8,4.5396965895116684e-11
p-ethyltoluene~|~1-ethyl-4-methylbenzene,622-96-8,42.37881596472706,0.14454693261659407,0.0011307669160688404,-1.604691285303575e-6,6.499415428610387e-10
(e)-2-butene~|~trans-2-butene,624-64-6,46.42795925976768,-0.040657722202769336,0.0007593598709159352,-9.12512272342318e-7,3.3964579795155976e-10
2-thiabutane~|~(methylthio)-ethane~|~methyl ethyl sulfide~|~ethyl methyl sulfide,624-89-5,23.413526732719518,0.24266590597342041,6.709771332849664e-5,-2.401216804122655e-7,1.101666296905304e-10
pentyne~|~1-pentyne,627-19-0,28.119512574594253,0.26346869144403984,6.56842546834106e-5,-2.5849664279838423e-7,1.178159352992314e-10
2-pentene~|~(z)-2-pentene~|~cis-2-pentene,627-20-3,24.120256055262544,0.2642751943180007,0.00015315240142638265,-3.286707072955975e-7,1.337797035260856e-10
tridecane~|~n-tridecane,629-50-5,154.20002371626995,-0.06348923655221814,0.0028771366443857468,-3.822823622574496e-6,1.538923885993983e-9
tetradecane~|~n-tetradecane,629-59-4,152.77825060856574,0.05475073634053907,0.002686153438046767,-3.547199186782716e-6,1.3793693483516224e-9
pentadecane~|~n-pentadecane,629-62-9,176.1003182524856,-0.07004103309532288,0.003323207563849668,-4.430777129213861e-6,1.7861128596316785e-9
heptadecane~|~n-heptadecane,629-78-7,197.99229832608304,-0.07657620071319132,0.003769195338687408,-5.038564346600863e-6,2.0333018332693744e-9
nonadecane~|~n-nonadecane,629-92-5,219.89259286229867,-0.08312799725629608,0.004215183113525148,-5.646517853240228e-6,2.2804908069070703e-9
carbon monoxide,630-08-0,32.52617776221547,-0.03253449222483362,9.827694814657128e-5,-1.080880140359921e-7,4.2819482483489174e-11
perfluoropentane~|~n-perfluoropentane~|~perfluoro-n-pentane,678-26-2,19.247980961024748,1.0246577441359688,-0.0012469199588444413,7.379085573610999e-7,-1.730239670837689e-10
4-methyl-1-pentene,691-37-2,-11.024977431671196,0.5456366093163062,-0.0002959948692062553,4.273633785730765e-8,1.46334542079497e-11
"2,3,4,5,6-pentafluorotoluene",771-56-2,50.543618255753536,0.4018629217232005,1.3136850936682116e-5,-3.2102140168689655e-7,1.6196573180162508e-10
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,25.475513462021524,0.21135363975345534,4.8722750942377975e-5,-2.776199068201367e-7,1.4267617852750954e-10
1-decene,872-05-9,92.91411975786244,0.11824828735537535,0.0016552432180219467,-2.285479484477962e-6,9.155886235110347e-10
3-ethyl-3-methylpentane~|~3-methyl-3-ethylpentane,1067-08-9,-11.224524534506873,0.7365283565664864,-0.000163046611941985,-2.6099098158383013e-7,1.4874573623876144e-10
"2,2,4,4-tetramethylpentane",1070-87-7,30.106669140332876,0.5643441502071511,0.00040533005263497035,-8.405090260691109e-7,3.56856735571137e-10
"2,2,5,5-tetramethylhexane",1071-81-4,6.651570094522591,0.7264844857237573,0.0002634021757430946,-7.774022547973278e-7,3.4430189701772565e-10
4-methylpyridine,108-89-4,32.459662061270244,0.03571893140758632,0.0010028904810016437,-1.4038138684489926e-6,5.771899949521979e-10
"2,2,3,4-tetramethylpentane",1186-53-4,-45.081016315626854,1.026894334580252,-0.0006677344928638865,2.1534458181016887e-7,-2.1700747433379954e-11
hydrogen,1333-74-0,23.970595728135788,0.03060553689742207,-6.418765141214302e-5,5.753608131762041e-8,-1.7709805376666398e-11
bromodifluoromethane,1511-62-2,27.055261359470638,0.11532991097640356,-5.820123832707267e-6,-9.39534275851316e-8,5.0385643466008624e-11
ethylcyclopentane,1640-89-7,48.61466292834199,-0.00039909420567135545,0.0014556129705600874,-1.8707540890844786e-6,7.196998842273442e-10
"r141b~|~1,1-dichloro-1-fluoroethane",1717-00-6,17.79295000284793,0.3070863623388717,-0.00025949437831256257,7.707506847028052e-8,5.653834580344203e-12
"trans-1,3-dimethylcyclopentane~|~(1r,3r)-1,3-dimethylcyclopentane",1759-58-6,-20.969074722982466,0.5033409379777607,0.00022473992456868206,-6.295711094465633e-7,2.7944908859613034e-10
"1,4-dimethylcyclohexane~|~trans-1,4-dimethylcyclohexane",2207-04-7,32.44303313603394,0.16677149119491763,0.0012758542887556143,-1.721675774340991e-6,6.629952491715392e-10
"(z)-1,3-dimethylcyclopentane~|~1,cis-3-dimethylcyclopentane~|~cis-1,3-dimethylcyclopentane",2532-58-3,-20.969074722982466,0.5033409379777607,0.00022473992456868206,-6.295711094465633e-7,2.7944908859613034e-10
"r124~|~1-chloro-1,2,2,2-tetrafluoroethane~|~2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,25.126306032059084,0.29794045345890313,-0.00014500422806059245,-1.0068814230583572e-7,8.264575842444319e-11
2-methyloctane,3221-61-2,49.17173192375825,0.3911040070953102,0.000863623232147577,-1.3873512324650494e-6,5.697069785958599e-10
"2,2,5-trimethylhexane",3522-94-9,-7.31672710397485,0.7661943591880572,-3.5170176874788196e-5,-4.374238783410419e-7,2.1625917269816574e-10
"2,2,3,3-tetramethylpentane",7154-79-2,-50.04475049866435,1.0934432933759504,-0.0008244621132160752,3.758137103405264e-7,-7.765708085355125e-11
"3,3,5-trimethylheptane",7154-80-5,-24.935073391841563,0.9820045509048427,-0.00034771082669116847,-1.9638760704077948e-7,1.427593231536911e-10
krypton,7439-90-9,20.786156545383097,0.0,0.0,0.0,0.0
neon,7440-01-9,20.786156545383097,0.0,0.0,0.0,0.0
argon,7440-37-1,20.786156545383097,0.0,0.0,0.0,0.0
xenon,7440-63-3,20.786156545383097,0.0,0.0,0.0,0.0
sulfur dioxide,7446-09-5,36.72498138438285,-0.018574509488954335,0.0001948910037695119,-2.7196607223979244e-7,1.1582046427087462e-10
sulfur trioxide,7446-11-9,28.485348929792995,0.05386940330301483,0.00014059756287297125,-2.790333654652227e-7,1.321999556286365e-10
i2~|~iodine,7553-56-2,29.16713486448156,0.052406057882219866,-0.00012147429885121882,1.222226004868526e-7,-4.414979650239369e-11
perchloryl fluoride,7616-94-6,3.9077974305320216,0.3021309426184524,-0.0003987616271666293,2.6165613859328246e-7,-6.901003973067188e-11
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,31.819448439672446,-0.024411262246897904,7.308412641356697e-5,-8.572210959315988e-8,3.6500490893692715e-11
hydrogen fluoride,7664-39-3,32.43471867341578,-0.030830027388112205,9.686348950148523e-5,-1.2180687735594495e-7,5.3129416129999195e-11
ammonia,7664-41-7,35.23669257573343,-0.0350454599355159,0.0001696981820365076,-1.7676547526193786e-7,6.327306052414615e-11
deuterium chloride,7698-05-7,32.567750075306236,-0.03296684428097759,0.00010018927454874653,-1.1000034043816733e-7,4.331835024057837e-11
sulfur,7704-34-9,23.305438718683526,-0.0002993206542535166,1.1889681543959131e-5,-3.6167912388966584e-8,2.2282759816650677e-11
bromine,7726-95-6,26.706053929508204,0.059531552345977186,-0.00012704498880538147,1.201439848323143e-7,-4.148916846458466e-11
nitrogen,7727-37-9,29.424883205644313,-0.002170074743337995,5.820123832707267e-7,1.3053706310500584e-8,-8.231317991971705e-12
water,7732-18-5,36.54206320678348,-0.03480434051958945,0.000116818199785053,-1.3003819534791665e-7,5.2547403746728466e-11
deuterium,7782-39-0,29.848920799170127,-0.003841281729586796,4.739243692347347e-6,2.9932065425351656e-9,-2.161760280719842e-12
fluorine,7782-41-4,27.828506382958892,0.0038828540426775623,4.3734073371486036e-5,-6.601683318813672e-8,2.7437726639905688e-11
oxygen,7782-44-7,30.181499303896256,-0.014916145936966909,5.47091640274483e-5,-4.9886775708919434e-8,1.4882888086494297e-11
cl2~|~chlorine,7782-50-5,25.408997761076296,0.04465531582957742,-6.733051828180492e-5,4.733423568514639e-8,-1.2684544170254582e-11
hydrogen sulfide,7783-06-4,35.46949752904171,-0.028585122481210836,0.00010966776193344122,-1.1066549744761961e-7,4.0574577576587804e-11
oxygen difluoride,7783-41-7,28.576808018592683,0.045954034890532944,4.173860234312926e-5,-1.2080914184176656e-7,6.111130024342631e-11
sulfur tetrafluoride,7783-60-0,-6.718085795467816,0.4259914922410812,-0.0006860263106238237,5.267212068600076e-7,-1.568939096045516e-10
water-d2~|~heavywater~|~deuterium oxide,7789-20-0,35.53601322998694,-0.02880961297190097,0.00011440700562578856,-1.23220336001031e-7,4.72261476711104e-11
helium~|~helium-4,7440-59-7,20.786156545383097,0.0,0.0,0.0,0.0
nitrogen dioxyfluoride,10022-50-1,13.469429441408247,0.17363092285489407,-0.00020885930096800937,1.3186737712391038e-7,-3.49207429962436e-11
nitrous oxide~|~dinitrogen monoxide,10024-97-2,26.315274186455,0.028277487364339163,8.223003529353554e-5,-1.5631189722128087e-7,7.399871730156382e-11
ozone,10028-15-6,34.1391835101372,-0.031669788112545685,0.00026032582457437785,-3.575218925805893e-7,1.5074120726711822e-10
hydrogen iodide,10034-85-2,30.331159631023016,-0.011573731964469309,3.2343259584616096e-5,-2.7105148135179557e-8,9.14590887996856e-12
hydrogen bromide,10035-10-6,31.944165378944746,-0.025758205191038733,7.62436222084652e-5,-8.580525421934143e-8,3.5419610753332797e-11
radon,10043-92-2,20.786156545383097,0.0,0.0,0.0,0.0
nitric oxide~|~nitrogen oxide~|~nitrogen oxide (no),10102-43-9,37.69777351070678,-0.06355575225316336,0.0001717767976910459,-1.792598140473838e-7,6.701456870231511e-11
dinitrogen tetroxide,10544-72-6,28.052996873649025,0.2266273075830028,-0.0001593882483899976,-5.121708972782395e-8,7.142123388993632e-11
dihydrogen disulfide,13465-07-1,27.969852247467493,0.06728894596871415,5.28799822514546e-5,-1.6554095072743099e-7,8.713556823824594e-11
"2,2,3,3-tetramethylhexane",13475-81-5,-63.838443982180564,1.278481658942951,-0.0010489526039062125,5.130854881662363e-7,-1.1000034043816735e-10
deuteriumbromide,13536-59-9,30.896543089057435,-0.019272924348879207,6.13607341219709e-5,-5.961469697215872e-8,2.0786156545383094e-11
deuterium sulfide,13536-94-2,35.66904463187739,-0.03279224056599637,0.00016412749208234492,-1.8857201217971542e-7,7.250211403029624e-11
ammonia-d3,13550-49-7,34.006152108246745,-0.02696380227067095,0.00019680333017168714,-2.1950181311924548e-8,7.990198576045262e-11
deuterium hydride,13983-20-5,32.368202972470556,-0.02916713486448156,9.004563015459957e-5,-1.111643652047088e-7,4.822388318528878e-11
deuterium iodide,14104-45-1,31.104404654511264,-0.023795992013154566,8.314462618153238e-5,-8.738500211679054e-8,3.1761247201345375e-11
helium-3,14762-55-1,20.786156545383097,0.0,0.0,0.0,0.0
"2,3,3,4-tetramethylpentane",16747-38-9,-76.40159699821011,1.3462861015939906,-0.0014905337135563313,1.0550221616174642e-6,-3.2168655869634876e-10
"2,2,5-trimethylheptane",20291-95-6,-7.990198576045262,0.8338907138250609,1.9705276405023176e-5,-5.722844620074874e-7,2.791165100914042e-10
